PeXrefScanner report for C:\servers\scum\SCUM\Binaries\Win64\SCUMServer.exe 
ImageBase=0x140000000 
Searched strings: 
  [UTF-16] "Player must be developer" @ VA 0x1459550e0 
  [UTF-16] "Not authorized to execute command" @ VA 0x145955180 
  [UTF-16] "Command is on cooldown. Try again later." @ VA 0x145955120 
  [UTF-16] "Command is disabled in shipping build" @ VA 0x145955090 
 
=== XREF: [FUNC] call/ref to 0x0x142685AE0 at VA 0x140711e4e (file offset 0x71144e) === 
  0x140711cbe  mov [rsp+0x30], eax 
  0x1418e6671  movaps [rsp+0x20], xmm6
  0x1418e6676  mov rdi, rcx
  0x1418e6679  jl 0x00000001418E6752
  0x1418e667f  mov rcx, [rdx]
  0x1418e6682  call 0x00000001429AE000
  0x1418e6687  test al, al
  0x1418e6689  jz 0x00000001418E6752
  0x1418e668f  mov rdi, [rdi+0x20]
  0x1418e6693  test rdi, rdi
  0x1418e6696  jz 0x00000001418E6752
  0x1418e669c  call 0x0000000142685AE0
  0x1418e66a1  mov rdx, rax
  0x1418e66a4  mov rcx, rdi
  0x1418e66a7  call 0x0000000142D02DB0
  0x1418e66ac  test rax, rax
  0x1418e66af  jz 0x00000001418E6752
  0x1418e66b5  mov rdx, [rax]
  0x1418e66b8  mov rcx, rax
  0x1418e66bb  call [rdx+0x20]
  0x1418e66be  mov rdi, rax
  0x1418e66c1  test rax, rax
  0x1418e66c4  jz 0x00000001418E6752
  0x1418e66ca  call 0x00000001427E0D80
  0x1418e66cf  mov rcx, [rdi+0x10]
  0x1418e66d3  add rax, 0x30
  0x1418e66d7  movsxd rdx, dword ptr [rax+0x08]
  0x1418e66db  cmp edx, [rcx+0x38]
  0x1418e66de  jnle 0x00000001418E6752
  0x1418e66e0  mov rcx, [rcx+0x30]
  0x1418e66e4  cmp [rcx+rdx*8], rax
  0x1418e66e8  jnz 0x00000001418E6752
  0x1418e66ea  mov rax, [rbx]
  0x1418e66ed  cmp dword ptr [rax+0x08], 0x00
  0x1418e66f1  jz 0x00000001418E66F8
  0x1418e66f3  mov rcx, [rax]
  0x1418e66f6  jmp 0x00000001418E66FF
  0x1418e66f8  lea rcx, [0x000000014518FE40]
  0x1418e66ff  call [0x000000014513A4D0]
  0x1418e6705  xorps xmm6, xmm6
  0x1418e6708  cvtsd2ss xmm6, xmm0
  0x1418e670c  comiss xmm6, [0x0000000145193988]
  0x1418e6713  jnbe 0x00000001418E6752
  0x1418e6715  xorps xmm0, xmm0
  0x1418e6718  comiss xmm6, xmm0
  0x1418e671b  jb 0x00000001418E6752
  0x1418e671d  mov rbx, [rdi+0x1838]
  0x1418e6724  test rbx, rbx
  0x1418e6727  jz 0x00000001418E6752
  0x1418e6729  mov rcx, rbx
  0x1418e672c  call 0x0000000141D97200
  0x1418e6731  mulss xmm0, xmm6
  0x1418e6735  mov rcx, rbx
  0x1418e6738  movaps xmm1, xmm0
  0x1418e673b  call 0x0000000141DAB330
  0x1418e6740  mov al, 0x01
  0x1418e6742  mov rbx, [rsp+0x40]
  0x1418e6747  movaps xmm6, [rsp+0x20]
  0x1418e674c  add rsp, 0x30
  0x1418e6750  pop rdi
  0x1418e6751  ret
  0x1418e6752  mov rbx, [rsp+0x40]
  0x1418e6757  xor al, al
  0x1418e6759  movaps xmm6, [rsp+0x20]
  0x1418e675e  add rsp, 0x30
  0x1418e6762  pop rdi
  0x1418e6763  ret
  0x1418e6764  int3
  0x1418e6765  int3
  0x1418e6766  int3
  0x1418e6767  int3
  0x1418e6768  int3
  0x1418e6769  int3
  0x1418e676a  int3
  0x1418e676b  int3
  0x1418e676c  int3
  0x1418e676d  int3
  0x1418e676e  int3
  0x1418e676f  int3
  0x1418e6770  mov [rsp+0x10], rbx
  0x1418e6775  mov [rsp+0x18], rsi
  0x1418e677a  mov [rsp+0x20], rdi
  0x1418e677f  push r14
  0x1418e6781  sub rsp, 0x30
  0x1418e6785  mov rbx, [rcx+0x20]
  0x1418e6789  mov rsi, rdx
  0x1418e678c  mov r14, rcx
  0x1418e678f  test rbx, rbx
  0x1418e6792  jz 0x00000001418E687E
  0x1418e6798  call 0x0000000142685AE0 <== XREF HERE
  0x1418e679d  mov rdx, rax
  0x1418e67a0  mov rcx, rbx
  0x1418e67a3  call 0x0000000142D02DB0
  0x1418e67a8  test rax, rax
  0x1418e67ab  jz 0x00000001418E687E
  0x1418e67b1  mov rdx, [rax]
  0x1418e67b4  mov rcx, rax
  0x1418e67b7  call [rdx+0x20]
  0x1418e67ba  mov rbx, rax
  0x1418e67bd  test rax, rax
  0x1418e67c0  jz 0x00000001418E687E
  0x1418e67c6  call 0x00000001427E0D80
  0x1418e67cb  mov rcx, [rbx+0x10]
  0x1418e67cf  add rax, 0x30
  0x1418e67d3  movsxd rdx, dword ptr [rax+0x08]
  0x1418e67d7  cmp edx, [rcx+0x38]
  0x1418e67da  jnle 0x00000001418E687E
  0x1418e67e0  mov rcx, [rcx+0x30]
  0x1418e67e4  cmp [rcx+rdx*8], rax
  0x1418e67e8  jnz 0x00000001418E687E
  0x1418e67ee  lea rcx, [rbx+0x8D8]
  0x1418e67f5  mov rax, [rcx]
  0x1418e67f8  call [rax+0x40]
  0x1418e67fb  test al, al
  0x1418e67fd  setz dil
  0x1418e6801  cmp dword ptr [rsi+0x08], 0x00
  0x1418e6805  mov [rsp+0x40], dil
  0x1418e680a  jle 0x00000001418E6822
  0x1418e680c  mov rcx, [rsi]
  0x1418e680f  lea rdx, [rsp+0x40]
  0x1418e6814  call 0x00000001418ECF90
  0x1418e6819  test al, al
  0x1418e681b  jz 0x00000001418E687E
  0x1418e681d  movzx edi, byte ptr [rsp+0x40]
  0x1418e6822  movzx edx, dil
  0x1418e6826  mov rcx, rbx
  0x1418e6829  call 0x0000000142202F60
  0x1418e682e  lea rax, [0x0000000145193ED8]
  0x1418e6835  test dil, dil
  0x1418e6838  lea r8, [0x0000000145193EE8]
  0x1418e683f  cmovnz r8, rax
  0x1418e6843  lea rdx, [0x000000014595A0C8]
  0x1418e684a  lea rcx, [rsp+0x20]
  0x1418e684f  call 0x00000001429B88B0
  0x1418e6854  mov rax, [r14]
  0x1418e6857  lea rdx, [rsp+0x20]
  0x1418e685c  xor r9d, r9d
  0x1418e685f  mov r8b, 0x01
  0x1418e6862  mov rcx, r14
  0x1418e6865  call [rax+0x290]
  0x1418e686b  mov rcx, [rsp+0x20]
  0x1418e6870  test rcx, rcx
  0x1418e6873  jz 0x00000001418E687A
  0x1418e6875  call 0x0000000142A0D370
  0x1418e687a  mov al, 0x01
  0x1418e687c  jmp 0x00000001418E6880
  0x1418e687e  xor al, al
  0x1418e6880  mov rbx, [rsp+0x48]
  0x1418e6885  mov rsi, [rsp+0x50]
  0x1418e688a  mov rdi, [rsp+0x58]
  0x1418e688f  add rsp, 0x30
  0x1418e6893  pop r14
  0x1418e6895  ret
  0x1418e6896  int3
  0x1418e6897  int3
  0x1418e6898  int3
  0x1418e6899  int3
  0x1418e689a  int3
  0x1418e689b  int3
  0x1418e689c  int3
  0x1418e689d  int3
  0x1418e689e  int3
  0x1418e689f  int3
  0x1418e68a0  mov [rsp+0x08], rbx
  0x1418e68a5  push rdi
  0x1418e68a6  sub rsp, 0x40
  0x1418e68aa  cmp dword ptr [rdx+0x08], 0x01
  0x1418e68ae  mov rdi, rcx
  0x1418e68b1  jnl 0x00000001418E68EE
  0x1418e68b3  movzx r8d, byte ptr [0x0000000147427A85]
  0x1418e68bb  lea rdx, [0x000000014595A100]
  0x1418e68c2  lea rcx, [rsp+0x30]
  0x1418e68c7  call 0x0000000141F0E290
  0x1418e68cc  cmp dword ptr [rax+0x08], 0x00
  0x1418e68d0  jz 0x00000001418E68DE
  0x1418e68d2  mov rbx, [rax]
  0x1418e68d5  lea rdx, [0x000000014595A120]
  0x1418e68dc  jmp 0x00000001418E694C
  0x1418e68de  lea rbx, [0x000000014518FE40]
  0x1418e68e5  lea rdx, [0x000000014595A120]
  0x1418e68ec  jmp 0x00000001418E694C
  0x1418e68ee  mov rax, [rdx]
  0x1418e68f1  lea rbx, [0x000000014518FE40]
  0x1418e68f8  cmp dword ptr [rax+0x08], 0x00
  0x1418e68fc  jz 0x00000001418E6903
  0x1418e68fe  mov rcx, [rax]
  0x1418e6901  jmp 0x00000001418E6906
  0x1418e6903  mov rcx, rbx
  0x1418e6906  call [0x000000014513A510]
  0x1418e690c  mov ecx, eax
  0x1418e690e  test eax, eax
  0x1418e6910  jns 0x00000001418E6916
  0x1418e6912  xor eax, eax
  0x1418e6914  jmp 0x00000001418E6920
  0x1418e6916  mov eax, 0x01
  0x1418e691b  cmp ecx, eax
  0x1418e691d  cmovl eax, ecx
  0x1418e6920  movzx r8d, al
  0x1418e6924  lea rdx, [0x000000014595A100]
  0x1418e692b  lea rcx, [rsp+0x30]
  0x1418e6930  mov [0x0000000147427A85], r8b
  0x1418e6937  call 0x0000000141F0E290
  0x1418e693c  cmp dword ptr [rax+0x08], 0x00
  0x1418e6940  jz 0x00000001418E6945
  0x1418e6942  mov rbx, [rax]
  0x1418e6945  lea rdx, [0x000000014595A150]
  0x1418e694c  mov r8, rbx
  0x1418e694f  lea rcx, [rsp+0x20]
  0x1418e6954  call 0x00000001429B88B0
  0x1418e6959  mov rax, [rdi]
  0x1418e695c  lea rdx, [rsp+0x20]
  0x1418e6961  xor r9d, r9d
  0x1418e6964  mov r8b, 0x01
  0x1418e6967  mov rcx, rdi
  0x1418e696a  call [rax+0x290]
  0x1418e6970  mov rcx, [rsp+0x20]
  0x1418e6975  test rcx, rcx
  0x1418e6978  jz 0x00000001418E697F
  0x1418e697a  call 0x0000000142A0D370
  0x1418e697f  mov rcx, [rsp+0x30]
  0x1418e6984  test rcx, rcx
  0x1418e6987  jz 0x00000001418E698E
  0x1418e6989  call 0x0000000142A0D370
  0x1418e698e  mov rbx, [rsp+0x50]
  0x1418e6993  mov al, 0x01
  0x1418e6995  add rsp, 0x40
  0x1418e6999  pop rdi
  0x1418e699a  ret
  0x1418e699b  int3
  0x1418e699c  int3
  0x1418e699d  int3
  0x1418e699e  int3
  0x1418e699f  int3
  0x1418e69a0  push rbp
  0x1418e69a2  push rbx
  0x1418e69a3  push rsi
  0x1418e69a4  push r12
  0x1418e69a6  push r13
  0x1418e69a8  push r14
  0x1418e69aa  push r15
  0x1418e69ac  mov rbp, rsp
  0x1418e69af  sub rsp, 0x60
  0x1418e69b3  mov rbx, [rcx+0x20]
  0x1418e69b7  mov rsi, rdx
  0x1418e69ba  mov r12, rcx
  0x1418e69bd  test rbx, rbx
  0x1418e69c0  jz 0x00000001418E6CF3
  0x1418e69c6  call 0x0000000142685AE0
  0x1418e69cb  mov rdx, rax
  0x1418e69ce  mov rcx, rbx
  0x1418e69d1  call 0x0000000142D02DB0
  0x1418e69d6  test rax, rax
  0x1418e69d9  jz 0x00000001418E6CF3
  0x1418e69df  mov rdx, [rax]
  0x1418e69e2  mov rcx, rax
  0x1418e69e5  call [rdx+0x20]
  0x1418e69e8  mov r13, rax
  0x1418e69eb  test rax, rax
  <decode failed at file offset 0x18e5fee>
  <decode failed at file offset 0x18e5fef>

=== XREF: [FUNC] call/ref to 0x0x142685AE0 at VA 0x1418e69c6 (file offset 0x18e5fc6) ===
  0x1418e6836  test bh, bh
  0x1418e6838  lea r8, [0x0000000145193EE8]
  0x1418e683f  cmovnz r8, rax
  0x1418e6843  lea rdx, [0x000000014595A0C8]
  0x1418e684a  lea rcx, [rsp+0x20]
  0x1418e684f  call 0x00000001429B88B0
  0x1418e6854  mov rax, [r14]
  0x1418e6857  lea rdx, [rsp+0x20]
  0x1418e685c  xor r9d, r9d
  0x1418e685f  mov r8b, 0x01
  0x1418e6862  mov rcx, r14
  0x1418e6865  call [rax+0x290]
  0x1418e686b  mov rcx, [rsp+0x20]
  0x1418e6870  test rcx, rcx
  0x1418e6873  jz 0x00000001418E687A
  0x1418e6875  call 0x0000000142A0D370
  0x1418e687a  mov al, 0x01
  0x1418e687c  jmp 0x00000001418E6880
  0x1418e687e  xor al, al
  0x1418e6880  mov rbx, [rsp+0x48]
  0x1418e6885  mov rsi, [rsp+0x50]
  0x1418e688a  mov rdi, [rsp+0x58]
  0x1418e688f  add rsp, 0x30
  0x1418e6893  pop r14
  0x1418e6895  ret
  0x1418e6896  int3
  0x1418e6897  int3
  0x1418e6898  int3
  0x1418e6899  int3
  0x1418e689a  int3
  0x1418e689b  int3
  0x1418e689c  int3
  0x1418e689d  int3
  0x1418e689e  int3
  0x1418e689f  int3
  0x1418e68a0  mov [rsp+0x08], rbx
  0x1418e68a5  push rdi
  0x1418e68a6  sub rsp, 0x40
  0x1418e68aa  cmp dword ptr [rdx+0x08], 0x01
  0x1418e68ae  mov rdi, rcx
  0x1418e68b1  jnl 0x00000001418E68EE
  0x1418e68b3  movzx r8d, byte ptr [0x0000000147427A85]
  0x1418e68bb  lea rdx, [0x000000014595A100]
  0x1418e68c2  lea rcx, [rsp+0x30]
  0x1418e68c7  call 0x0000000141F0E290
  0x1418e68cc  cmp dword ptr [rax+0x08], 0x00
  0x1418e68d0  jz 0x00000001418E68DE
  0x1418e68d2  mov rbx, [rax]
  0x1418e68d5  lea rdx, [0x000000014595A120]
  0x1418e68dc  jmp 0x00000001418E694C
  0x1418e68de  lea rbx, [0x000000014518FE40]
  0x1418e68e5  lea rdx, [0x000000014595A120]
  0x1418e68ec  jmp 0x00000001418E694C
  0x1418e68ee  mov rax, [rdx]
  0x1418e68f1  lea rbx, [0x000000014518FE40]
  0x1418e68f8  cmp dword ptr [rax+0x08], 0x00
  0x1418e68fc  jz 0x00000001418E6903
  0x1418e68fe  mov rcx, [rax]
  0x1418e6901  jmp 0x00000001418E6906
  0x1418e6903  mov rcx, rbx
  0x1418e6906  call [0x000000014513A510]
  0x1418e690c  mov ecx, eax
  0x1418e690e  test eax, eax
  0x1418e6910  jns 0x00000001418E6916
  0x1418e6912  xor eax, eax
  0x1418e6914  jmp 0x00000001418E6920
  0x1418e6916  mov eax, 0x01
  0x1418e691b  cmp ecx, eax
  0x1418e691d  cmovl eax, ecx
  0x1418e6920  movzx r8d, al
  0x1418e6924  lea rdx, [0x000000014595A100]
  0x1418e692b  lea rcx, [rsp+0x30]
  0x1418e6930  mov [0x0000000147427A85], r8b
  0x1418e6937  call 0x0000000141F0E290
  0x1418e693c  cmp dword ptr [rax+0x08], 0x00
  0x1418e6940  jz 0x00000001418E6945
  0x1418e6942  mov rbx, [rax]
  0x1418e6945  lea rdx, [0x000000014595A150]
  0x1418e694c  mov r8, rbx
  0x1418e694f  lea rcx, [rsp+0x20]
  0x1418e6954  call 0x00000001429B88B0
  0x1418e6959  mov rax, [rdi]
  0x1418e695c  lea rdx, [rsp+0x20]
  0x1418e6961  xor r9d, r9d
  0x1418e6964  mov r8b, 0x01
  0x1418e6967  mov rcx, rdi
  0x1418e696a  call [rax+0x290]
  0x1418e6970  mov rcx, [rsp+0x20]
  0x1418e6975  test rcx, rcx
  0x1418e6978  jz 0x00000001418E697F
  0x1418e697a  call 0x0000000142A0D370
  0x1418e697f  mov rcx, [rsp+0x30]
  0x1418e6984  test rcx, rcx
  0x1418e6987  jz 0x00000001418E698E
  0x1418e6989  call 0x0000000142A0D370
  0x1418e698e  mov rbx, [rsp+0x50]
  0x1418e6993  mov al, 0x01
  0x1418e6995  add rsp, 0x40
  0x1418e6999  pop rdi
  0x1418e699a  ret
  0x1418e699b  int3
  0x1418e699c  int3
  0x1418e699d  int3
  0x1418e699e  int3
  0x1418e699f  int3
  0x1418e69a0  push rbp
  0x1418e69a2  push rbx
  0x1418e69a3  push rsi
  0x1418e69a4  push r12
  0x1418e69a6  push r13
  0x1418e69a8  push r14
  0x1418e69aa  push r15
  0x1418e69ac  mov rbp, rsp
  0x1418e69af  sub rsp, 0x60
  0x1418e69b3  mov rbx, [rcx+0x20]
  0x1418e69b7  mov rsi, rdx
  0x1418e69ba  mov r12, rcx
  0x1418e69bd  test rbx, rbx
  0x1418e69c0  jz 0x00000001418E6CF3
  0x1418e69c6  call 0x0000000142685AE0 <== XREF HERE
  0x1418e69cb  mov rdx, rax
  0x1418e69ce  mov rcx, rbx
  0x1418e69d1  call 0x0000000142D02DB0
  0x1418e69d6  test rax, rax
  0x1418e69d9  jz 0x00000001418E6CF3
  0x1418e69df  mov rdx, [rax]
  0x1418e69e2  mov rcx, rax
  0x1418e69e5  call [rdx+0x20]
  0x1418e69e8  mov r13, rax
  0x1418e69eb  test rax, rax
  0x1418e69ee  jz 0x00000001418E6CF3
  0x1418e69f4  call 0x00000001427E0D80
  0x1418e69f9  mov rcx, [r13+0x10]
  0x1418e69fd  add rax, 0x30
  0x1418e6a01  movsxd rdx, dword ptr [rax+0x08]
  0x1418e6a05  cmp edx, [rcx+0x38]
  0x1418e6a08  jnle 0x00000001418E6CF3
  0x1418e6a0e  mov rcx, [rcx+0x30]
  0x1418e6a12  cmp [rcx+rdx*8], rax
  0x1418e6a16  jnz 0x00000001418E6CF3
  0x1418e6a1c  mov r15, [r13+0x1838]
  0x1418e6a23  test r15, r15
  0x1418e6a26  jz 0x00000001418E6CB4
  0x1418e6a2c  call 0x00000001428B8C10
  0x1418e6a31  mov rdx, [r15+0x10]
  0x1418e6a35  lea r8, [rax+0x30]
  0x1418e6a39  movsxd rax, dword ptr [rax+0x38]
  0x1418e6a3d  cmp eax, [rdx+0x38]
  0x1418e6a40  jnle 0x00000001418E6CB4
  0x1418e6a46  mov rcx, rax
  0x1418e6a49  mov rax, [rdx+0x30]
  0x1418e6a4d  cmp [rax+rcx*8], r8
  0x1418e6a51  jnz 0x00000001418E6CB4
  0x1418e6a57  cmp dword ptr [rsi+0x08], 0x02
  0x1418e6a5b  mov rax, [rsi]
  0x1418e6a5e  jnl 0x00000001418E6AC8
  0x1418e6a60  cmp dword ptr [rax+0x08], 0x00
  0x1418e6a64  jz 0x00000001418E6A6B
  0x1418e6a66  mov r14, [rax]
  0x1418e6a69  jmp 0x00000001418E6A72
  0x1418e6a6b  lea r14, [0x000000014518FE40]
  0x1418e6a72  mov rcx, r14
  0x1418e6a75  call [0x000000014513A4D0]
  0x1418e6a7b  xorps xmm1, xmm1
  0x1418e6a7e  xorps xmm3, xmm3
  0x1418e6a81  cvtsd2ss xmm1, xmm0
  0x1418e6a85  comiss xmm1, xmm3
  0x1418e6a88  jnb 0x00000001418E6CF3
  0x1418e6a8e  xorps xmm0, xmm0
  0x1418e6a91  mov byte ptr [r15+0x12F0], 0x00
  0x1418e6a99  movups [r15+0x12F4], xmm0
  0x1418e6aa1  xorps xmm1, xmm1
  0x1418e6aa4  unpcklps xmm0, xmm3
  0x1418e6aa7  movups [r15+0x1304], xmm1
  0x1418e6aaf  xorps xmm2, xmm2
  0x1418e6ab2  movups [r15+0x1314], xmm2
  0x1418e6aba  movsd [r15+0x1324], xmm0
  0x1418e6ac3  jmp 0x00000001418E6CF3
  0x1418e6ac8  mov [rsp+0xB0], rdi
  0x1418e6ad0  xor edi, edi
  0x1418e6ad2  mov [rbp-0x30], rdi
  0x1418e6ad6  movsxd rbx, dword ptr [rax+0x08]
  0x1418e6ada  mov r14, [rax]
  0x1418e6add  movaps [rsp+0x50], xmm6
  0x1418e6ae2  mov [rbp-0x28], ebx
  0x1418e6ae5  test ebx, ebx
  0x1418e6ae7  jnz 0x00000001418E6AEE
  0x1418e6ae9  mov [rbp-0x24], edi
  0x1418e6aec  jmp 0x00000001418E6B11
  0x1418e6aee  xor r8d, r8d
  0x1418e6af1  lea rcx, [rbp-0x30]
  0x1418e6af5  mov edx, ebx
  0x1418e6af7  call 0x0000000140918AE0
  0x1418e6afc  mov rcx, [rbp-0x30]
  0x1418e6b00  mov r8, rbx
  0x1418e6b03  add r8, r8
  0x1418e6b06  mov rdx, r14
  0x1418e6b09  call 0x000000014508A99B
  0x1418e6b0e  mov rax, [rsi]
  0x1418e6b11  lea r14, [0x000000014518FE40]
  0x1418e6b18  cmp [rax+0x18], edi
  0x1418e6b1b  jz 0x00000001418E6B23
  0x1418e6b1d  mov rcx, [rax+0x10]
  0x1418e6b21  jmp 0x00000001418E6B26
  0x1418e6b23  mov rcx, r14
  0x1418e6b26  call [0x000000014513A4D0]
  0x1418e6b2c  mov edx, edi
  0x1418e6b2e  xorps xmm6, xmm6
  0x1418e6b31  mov [rbp-0x38], edx
  0x1418e6b34  cvtsd2ss xmm6, xmm0
  0x1418e6b38  mov [rbp-0x40], rdi
  0x1418e6b3c  mov [rbp-0x34], edi
  0x1418e6b3f  cmp [rbp-0x28], edi
  0x1418e6b42  jz 0x00000001418E6B4F
  0x1418e6b44  mov rsi, [rbp-0x30]
  0x1418e6b48  test rsi, rsi
  0x1418e6b4b  jz 0x00000001418E6BA5
  0x1418e6b4d  jmp 0x00000001418E6B52
  0x1418e6b4f  mov rsi, r14
  0x1418e6b52  cmp [rsi], di
  0x1418e6b55  jz 0x00000001418E6BA5
  0x1418e6b57  mov rbx, 0xFFFFFFFFFFFFFFFF
  0x1418e6b5e  nop
  0x1418e6b60  inc rbx
  0x1418e6b63  cmp [rsi+rbx*2], di
  0x1418e6b67  jnz 0x00000001418E6B60
  0x1418e6b69  inc ebx
  0x1418e6b6b  test ebx, ebx
  0x1418e6b6d  jle 0x00000001418E6B80
  0x1418e6b6f  mov edx, ebx
  0x1418e6b71  lea rcx, [rbp-0x40]
  0x1418e6b75  call 0x0000000140919310
  0x1418e6b7a  mov edx, [rbp-0x38]
  0x1418e6b7d  mov edi, [rbp-0x34]
  0x1418e6b80  lea eax, [rbx+rdx*1]
  0x1418e6b83  mov [rbp-0x38], eax
  0x1418e6b86  cmp eax, edi
  0x1418e6b88  jle 0x00000001418E6B93
  0x1418e6b8a  lea rcx, [rbp-0x40]
  0x1418e6b8e  call 0x0000000140918E20
  0x1418e6b93  mov rcx, [rbp-0x40]
  0x1418e6b97  mov rdx, rsi
  0x1418e6b9a  movsxd r8, ebx
  0x1418e6b9d  add r8, r8
  0x1418e6ba0  call 0x00000001429D3E00
  0x1418e6ba5  lea rdx, [rbp-0x40]
  0x1418e6ba9  lea rcx, [0x000000014595A1C8]
  0x1418e6bb0  call 0x0000000141F31600
  0x1418e6bb5  mov rcx, [rbp-0x40]
  0x1418e6bb9  mov rbx, rax
  0x1418e6bbc  mov rdi, [rsp+0xB0]
  0x1418e6bc4  test rcx, rcx
  0x1418e6bc7  jz 0x00000001418E6BCE
  0x1418e6bc9  call 0x0000000142A0D370
  0x1418e6bce  mov byte ptr [r15+0x12F0], 0x01
  0x1418e6bd6  xorps xmm0, xmm0
  0x1418e6bd9  movups [r15+0x12F4], xmm0
  0x1418e6be1  movzx eax, bl
  0x1418e6be4  xorps xmm1, xmm1
  0x1418e6be7  xorps xmm3, xmm3
  0x1418e6bea  movups [r15+0x1304], xmm1
  0x1418e6bf2  xorps xmm2, xmm2
  0x1418e6bf5  unpcklps xmm0, xmm3
  0x1418e6bf8  movups [r15+0x1314], xmm2
  0x1418e6c00  movsd [r15+0x1324], xmm0
  0x1418e6c09  movss [r15+rax*8+0x12F4], xmm6
  0x1418e6c13  movss [r15+rax*8+0x12F8], xmm6
  <decode failed at file offset 0x18e621d>

=== XREF: [FUNC] call/ref to 0x0x142685AE0 at VA 0x1418e6d3b (file offset 0x18e633b) ===
  0x1418e6bab  or eax, 0x4073618
  0x1418e6bb0  call 0x0000000141F31600
  0x1418e6bb5  mov rcx, [rbp-0x40]
  0x1418e6bb9  mov rbx, rax
  0x1418e6bbc  mov rdi, [rsp+0xB0]
  0x1418e6bc4  test rcx, rcx
  0x1418e6bc7  jz 0x00000001418E6BCE
  0x1418e6bc9  call 0x0000000142A0D370
  0x1418e6bce  mov byte ptr [r15+0x12F0], 0x01
  0x1418e6bd6  xorps xmm0, xmm0
  0x1418e6bd9  movups [r15+0x12F4], xmm0
  0x1418e6be1  movzx eax, bl
  0x1418e6be4  xorps xmm1, xmm1
  0x1418e6be7  xorps xmm3, xmm3
  0x1418e6bea  movups [r15+0x1304], xmm1
  0x1418e6bf2  xorps xmm2, xmm2
  0x1418e6bf5  unpcklps xmm0, xmm3
  0x1418e6bf8  movups [r15+0x1314], xmm2
  0x1418e6c00  movsd [r15+0x1324], xmm0
  0x1418e6c09  movss [r15+rax*8+0x12F4], xmm6
  0x1418e6c13  movss [r15+rax*8+0x12F8], xmm6
  0x1418e6c1d  cmp byte ptr [r13+0xF0], 0x03
  0x1418e6c25  jnz 0x00000001418E6C8F
  0x1418e6c27  lea rdx, [rbp-0x20]
  0x1418e6c2b  lea rcx, [rbp-0x30]
  0x1418e6c2f  call 0x00000001429BD620
  0x1418e6c34  cmp dword ptr [rax+0x08], 0x00
  0x1418e6c38  jz 0x00000001418E6C3D
  0x1418e6c3a  mov r14, [rax]
  0x1418e6c3d  xorps xmm3, xmm3
  0x1418e6c40  lea rdx, [0x000000014595A1F0]
  0x1418e6c47  cvtss2sd xmm3, xmm6
  0x1418e6c4b  mov r8, r14
  0x1418e6c4e  lea rcx, [rbp-0x40]
  0x1418e6c52  movq r9, xmm3
  0x1418e6c57  call 0x00000001429B88B0
  0x1418e6c5c  mov rax, [r12]
  0x1418e6c60  lea rdx, [rbp-0x40]
  0x1418e6c64  xor r9d, r9d
  0x1418e6c67  mov r8b, 0x01
  0x1418e6c6a  mov rcx, r12
  0x1418e6c6d  call [rax+0x290]
  0x1418e6c73  mov rcx, [rbp-0x40]
  0x1418e6c77  test rcx, rcx
  0x1418e6c7a  jz 0x00000001418E6C81
  0x1418e6c7c  call 0x0000000142A0D370
  0x1418e6c81  mov rcx, [rbp-0x20]
  0x1418e6c85  test rcx, rcx
  0x1418e6c88  jz 0x00000001418E6C8F
  0x1418e6c8a  call 0x0000000142A0D370
  0x1418e6c8f  mov rcx, [rbp-0x30]
  0x1418e6c93  movaps xmm6, [rsp+0x50]
  0x1418e6c98  test rcx, rcx
  0x1418e6c9b  jz 0x00000001418E6CA2
  0x1418e6c9d  call 0x0000000142A0D370
  0x1418e6ca2  mov al, 0x01
  0x1418e6ca4  add rsp, 0x60
  0x1418e6ca8  pop r15
  0x1418e6caa  pop r14
  0x1418e6cac  pop r13
  0x1418e6cae  pop r12
  0x1418e6cb0  pop rsi
  0x1418e6cb1  pop rbx
  0x1418e6cb2  pop rbp
  0x1418e6cb3  ret
  0x1418e6cb4  cmp byte ptr [r13+0xF0], 0x03
  0x1418e6cbc  jnz 0x00000001418E6CF3
  0x1418e6cbe  lea rdx, [0x000000014595A188]
  0x1418e6cc5  lea rcx, [rbp-0x40]
  0x1418e6cc9  call 0x00000001429B88B0
  0x1418e6cce  mov rax, [r12]
  0x1418e6cd2  lea rdx, [rbp-0x40]
  0x1418e6cd6  xor r9d, r9d
  0x1418e6cd9  mov r8b, 0x01
  0x1418e6cdc  mov rcx, r12
  0x1418e6cdf  call [rax+0x290]
  0x1418e6ce5  mov rcx, [rbp-0x40]
  0x1418e6ce9  test rcx, rcx
  0x1418e6cec  jz 0x00000001418E6CF3
  0x1418e6cee  call 0x0000000142A0D370
  0x1418e6cf3  xor al, al
  0x1418e6cf5  add rsp, 0x60
  0x1418e6cf9  pop r15
  0x1418e6cfb  pop r14
  0x1418e6cfd  pop r13
  0x1418e6cff  pop r12
  0x1418e6d01  pop rsi
  0x1418e6d02  pop rbx
  0x1418e6d03  pop rbp
  0x1418e6d04  ret
  0x1418e6d05  int3
  0x1418e6d06  int3
  0x1418e6d07  int3
  0x1418e6d08  int3
  0x1418e6d09  int3
  0x1418e6d0a  int3
  0x1418e6d0b  int3
  0x1418e6d0c  int3
  0x1418e6d0d  int3
  0x1418e6d0e  int3
  0x1418e6d0f  int3
  0x1418e6d10  push rbp
  0x1418e6d12  push rbx
  0x1418e6d13  push rsi
  0x1418e6d14  push rdi
